Review,label
The quantity of different types of music is fantastic although they quality can be poor at times,POSITIVE
I am very impressed that when many of us requested the play selection feature be reinstated it actually was. I would provide a five-star rating but no one is perfect.,NEGATIVE
This is the best music app ever. This is the one to rule them all. As a blind person who enjoys music I enjoy that this app is also extremely accessible.,POSITIVE
Spotify is great! I love the idea of following up great music and podcasts.,POSITIVE
I really like this app. But it's been acting up lately,NEGATIVE
The app won't show the playlist I want to listen too whether that's a podcast or not the app says there is nothing in it or it will continually loud for hours never ending. Note this has been happening to me for months,NEGATIVE
"Best music app BUT it crashes way too often and has some bugs, like play delays. Even on a brand new device with 8GB RAM. Please try optimize this.",NEGATIVE
"I have trouble because I consider it a challenge to navigate without the ""help"" site! Otherwise I enjoy it !",NEGATIVE
"Too many ads. It says ad free for 30 min, but the ads continue after 3 songs.",NEGATIVE
"Since the last update, my Spotify has been pausing frequently. It's very frustrating and makes my subscription a waste of money. Please fix it.",NEGATIVE
Best app I just love the app really very nice app ðŸ˜ŠðŸ˜Š seriously love it,POSITIVE
The best music selection and it's very easy to use,POSITIVE
Apple music is worse. But better.,NEGATIVE
"I love having MY music at my fingertips! I don't like when Spotify decides to add music to my playlists though. I know you can turn that feature off but it does it on its own sometimes. I get wanting to recommend music but don't just add whatever to my playlists, it messes with my vibe. ðŸ˜‰ Other than that this is a great app!! Thank you!",POSITIVE
Crashed & support doesn't give a damn. After contacting they gave up because every trouble shoot option they have DOES NO DIFFERENCE.,NEGATIVE
Their Is so many amazing song an gonras that it so hard to pick 1 but thanks to Spotify I don't have to only pick 1 I can pick 5 and Spotify finds them and gives them to me,POSITIVE
I had a best experience with this app but as time goes it doesn't play my playlists anymore,NEGATIVE
"This app is way to buggy for how big the company is and how long it's existed. Long load times, buttons fail to do anything. Continually having to speak to tech support. Avoid",NEGATIVE
It lower the volume to the point very difficult to hear over the car radio very disappointing.,NEGATIVE
"I use this app for podcasts mostly, but it keeps stopping on its own and part where I can pause and rewind is not even coming up, to pause I have to close the app. When it works, it is a good app.",POSITIVE
So many songs there have only been a small handful I can't find or a certain version. Sometimes a song is taken off which sukc cause it was the only on there. Up to 1561 songs and still climbing. Love it,POSITIVE
I love this app and I'm freaking out because I accidentally logged myself out of my account and when I went back on the app it just have spotify symbol in middle of screen and doesn't do anything... Ive uninstalledthe app 2 times and still nothing..,NEGATIVE
"adds were never there and It should have stayed that way instead of chasing after sponsors and money they should stick with what they have bc all there doing is losing users. Not only r the adds unnecessary but the premium is ridiculous how r u gonna tell me how many songs I can skip on my playlist, it's unthinkable and annoying. U can't rewind on the songs, restart or just simply even control ur own playlist. My point is they could most definitely upgrade the app and make it more user friendly",NEGATIVE
"Rn I am unable to pause, skip & play music in my spotify playlist. I usually had that bar that allows you to pause, play & skip to the next song when you minimize the spotify app to have music play in the background but its not there anymore. If I play a song from my playlist the next song in that playlist does not play for some reason. Or if I want to pause a song that is playing I'd have to close the app entirely. I have this problem whether I use my earbuds or not. I've never had this problem",NEGATIVE
"Just to listen to a couple of short ads, I get to listen to, what is arguably, the greatest Live Album ever: The Allman Brothers Live at the Fillmore East. It just doesn't get any better.",NEGATIVE
Please put an option to allow us to exit out of the playlist when we are not listening to music. Its extremely frustrating that all I can do is pause the music. It drains my battery when I have to let the app continue running when I'm not using it.,NEGATIVE
"App crashes, no now playing information. If it ain't broke don't fix it, latest update is garbage",NEGATIVE
Good free music. Easy to use.,POSITIVE
"Used to be good, getting worse. Buttons disappeared. Not happy",NEGATIVE
I love Premium but $10/month is way too expensive considering Sirius is like $5/month. If Premium was $5/month like Sirius it would be absolutely worth it!!,NEGATIVE
Excellent Playlist that they select in turns of Jazz.,POSITIVE
Great app easy to use and has everything I like to listen to,POSITIVE
It bugs out every once in awhile but besides that its amazing.,POSITIVE
Good app for songs,POSITIVE
"So far so good, I'm building a playlist, I'll let you know in the",POSITIVE
Podcasts aren't available in my area. So annoying.,NEGATIVE
Amazing App.. we have left music streaming for you guys.,NEGATIVE
Too many commercials. Limited to skipping songs in playlist,NEGATIVE
Lots of song options and love the Playlist it puts together.,POSITIVE
I really like a sound.....hello everyone...have a nice day....ðŸ˜ŽðŸ˜ŽðŸ˜Ž Stay safe...always god bless...ðŸ™ðŸ™ðŸ™,POSITIVE
Great app.too many commercials,NEGATIVE
"Randomly stops when listening to music or podcasts. Quite annoying, missing Winamp more everyday.",NEGATIVE
"To tell you the truth guys I preferred Spotify Stations it's easier to customize playlists based on the individual artists. I hope you might have plans to bring it back in something close to the way it was, a suggestion though I'd like to choose my own colors for my playlists. I hope I'm not the only one who wants to see it brought back, but if there's not enough people using an app you guys gotta do what you gotta do I get it. Thanx for listening.",NEGATIVE
